CustomerID,Last date of purcharse,recency
15622,2011-10-27,43 days
13416,2011-10-27,43 days
13654,2011-10-27,43 days
14752,2011-10-27,43 days
18276,2011-10-27,43 days
17414,2011-10-27,43 days
14357,2011-10-27,43 days
14239,2011-10-27,43 days
14716,2011-10-27,43 days
15791,2011-10-27,43 days
17459,2011-10-27,43 days
12536,2011-10-27,43 days
16232,2011-10-27,43 days
12430,2011-10-27,43 days
15288,2011-10-27,43 days
16680,2011-10-27,43 days
14004,2011-10-27,43 days
15659,2011-10-27,43 days
13538,2011-10-27,43 days
14842,2011-10-27,43 days
16026,2011-10-27,43 days
17545,2011-10-27,43 days
18261,2011-10-27,43 days
17684,2011-10-27,43 days
15014,2011-10-27,43 days
14754,2011-10-26,44 days
14690,2011-10-26,44 days
15240,2011-10-26,44 days
16418,2011-10-26,44 days
16071,2011-10-26,44 days
15990,2011-10-26,44 days
15320,2011-10-26,44 days
12371,2011-10-26,44 days
16415,2011-10-26,44 days
12448,2011-10-26,44 days
17175,2011-10-26,44 days
18226,2011-10-26,44 days
16345,2011-10-26,44 days
12456,2011-10-26,44 days
16454,2011-10-26,44 days
14598,2011-10-26,44 days
16225,2011-10-26,44 days
17470,2011-10-26,44 days
14379,2011-10-26,44 days
15516,2011-10-26,44 days
12879,2011-10-26,44 days
15821,2011-10-26,44 days
16208,2011-10-26,44 days
15835,2011-10-26,44 days
16188,2011-10-26,44 days
17712,2011-10-26,44 days
16750,2011-10-26,44 days
14315,2011-10-26,44 days
13107,2011-10-26,44 days
12812,2011-10-26,44 days
17895,2011-10-26,44 days
14341,2011-10-25,45 days
13340,2011-10-25,45 days
15656,2011-10-25,45 days
17928,2011-10-25,45 days
13481,2011-10-25,45 days
17917,2011-10-25,45 days
16708,2011-10-25,45 days
12398,2011-10-25,45 days
18147,2011-10-25,45 days
15630,2011-10-25,45 days
13652,2011-10-25,45 days
13601,2011-10-25,45 days
16258,2011-10-25,45 days
18079,2011-10-25,45 days
18045,2011-10-25,45 days
17024,2011-10-25,45 days
14001,2011-10-25,45 days
13182,2011-10-25,45 days
15345,2011-10-25,45 days
16056,2011-10-25,45 days
16110,2011-10-25,45 days
15158,2011-10-25,45 days
17004,2011-10-24,46 days
15068,2011-10-24,46 days
13176,2011-10-24,46 days
14474,2011-10-24,46 days
18240,2011-10-24,46 days
16019,2011-10-24,46 days
16023,2011-10-24,46 days
15277,2011-10-24,46 days
15215,2011-10-24,46 days
14019,2011-10-24,46 days
16491,2011-10-24,46 days
14764,2011-10-24,46 days
17186,2011-10-24,46 days
15801,2011-10-24,46 days
17317,2011-10-24,46 days
15786,2011-10-24,46 days
13165,2011-10-24,46 days
15142,2011-10-24,46 days
15592,2011-10-24,46 days
15806,2011-10-24,46 days
16444,2011-10-24,46 days
14997,2011-10-24,46 days
14312,2011-10-24,46 days
15844,2011-10-24,46 days
12546,2011-10-24,46 days
16742,2011-10-24,46 days
17423,2011-10-24,46 days
16325,2011-10-24,46 days
14145,2011-10-24,46 days
14139,2011-10-24,46 days
17344,2011-10-24,46 days
16728,2011-10-24,46 days
13598,2011-10-23,47 days
17836,2011-10-23,47 days
16017,2011-10-23,47 days
17111,2011-10-23,47 days
16007,2011-10-23,47 days
14731,2011-10-23,47 days
14504,2011-10-23,47 days
14800,2011-10-23,47 days
15000,2011-10-23,47 days
16686,2011-10-23,47 days
16768,2011-10-23,47 days
17832,2011-10-21,49 days
16918,2011-10-21,49 days
16497,2011-10-21,49 days
12407,2011-10-21,49 days
13725,2011-10-21,49 days
17940,2011-10-21,49 days
16153,2011-10-21,49 days
15286,2011-10-21,49 days
14967,2011-10-21,49 days
13157,2011-10-21,49 days
15819,2011-10-21,49 days
15740,2011-10-21,49 days
17361,2011-10-21,49 days
14233,2011-10-21,49 days
13917,2011-10-21,49 days
13918,2011-10-21,49 days
15677,2011-10-21,49 days
12403,2011-10-21,49 days
13974,2011-10-21,49 days
13669,2011-10-20,50 days
14495,2011-10-20,50 days
15296,2011-10-20,50 days
13897,2011-10-20,50 days
15565,2011-10-20,50 days
13366,2011-10-20,50 days
14427,2011-10-20,50 days
17007,2011-10-20,50 days
14638,2011-10-20,50 days
14631,2011-10-20,50 days
15807,2011-10-20,50 days
14585,2011-10-20,50 days
17354,2011-10-20,50 days
13761,2011-10-20,50 days
17672,2011-10-20,50 days
16099,2011-10-20,50 days
16260,2011-10-20,50 days
14261,2011-10-20,50 days
15836,2011-10-20,50 days
16593,2011-10-20,50 days
16846,2011-10-20,50 days
15129,2011-10-20,50 days
17764,2011-10-20,50 days
16170,2011-10-20,50 days
15587,2011-10-20,50 days
15301,2011-10-20,50 days
13573,2011-10-20,50 days
16177,2011-10-20,50 days
17571,2011-10-20,50 days
15664,2011-10-20,50 days
17420,2011-10-20,50 days
18149,2011-10-20,50 days
17092,2011-10-20,50 days
12556,2011-10-20,50 days
18252,2011-10-20,50 days
15469,2011-10-20,50 days
15121,2011-10-20,50 days
14923,2011-10-20,50 days
17125,2011-10-20,50 days
13245,2011-10-20,50 days
14484,2011-10-20,50 days
16131,2011-10-19,51 days
13491,2011-10-19,51 days
15006,2011-10-19,51 days
16826,2011-10-19,51 days
14306,2011-10-19,51 days
14229,2011-10-19,51 days
15853,2011-10-19,51 days
14799,2011-10-19,51 days
13849,2011-10-19,51 days
18019,2011-10-19,51 days
17824,2011-10-19,51 days
16621,2011-10-19,51 days
14776,2011-10-19,51 days
15754,2011-10-19,51 days
16470,2011-10-19,51 days
15220,2011-10-19,51 days
17934,2011-10-19,51 days
12744,2011-10-19,51 days
12370,2011-10-19,51 days
15803,2011-10-19,51 days
12596,2011-10-19,51 days
16123,2011-10-19,51 days
15610,2011-10-19,51 days
14107,2011-10-19,51 days
17148,2011-10-19,51 days
17973,2011-10-19,51 days
14273,2011-10-19,51 days
15468,2011-10-19,51 days
16730,2011-10-18,52 days
14381,2011-10-18,52 days
16734,2011-10-18,52 days
15505,2011-10-18,52 days
17679,2011-10-18,52 days
13032,2011-10-18,52 days
14639,2011-10-18,52 days
15604,2011-10-18,52 days
16940,2011-10-18,52 days
13805,2011-10-18,52 days
14015,2011-10-18,52 days
12611,2011-10-18,52 days
15678,2011-10-18,52 days
14861,2011-10-18,52 days
12759,2011-10-18,52 days
14798,2011-10-18,52 days
16515,2011-10-18,52 days
15327,2011-10-18,52 days
12360,2011-10-18,52 days
12863,2011-10-18,52 days
13637,2011-10-18,52 days
16848,2011-10-18,52 days
16249,2011-10-18,52 days
17262,2011-10-18,52 days
15637,2011-10-18,52 days
15140,2011-10-18,52 days
13594,2011-10-18,52 days
16389,2011-10-17,53 days
14841,2011-10-17,53 days
13265,2011-10-17,53 days
14443,2011-10-17,53 days
16363,2011-10-17,53 days
17534,2011-10-17,53 days
17527,2011-10-17,53 days
14830,2011-10-17,53 days
17734,2011-10-17,53 days
17612,2011-10-17,53 days
16412,2011-10-17,53 days
12463,2011-10-17,53 days
12475,2011-10-17,53 days
15598,2011-10-17,53 days
18042,2011-10-17,53 days
15012,2011-10-17,53 days
12794,2011-10-17,53 days
16542,2011-10-17,53 days
16563,2011-10-17,53 days
13015,2011-10-17,53 days
17785,2011-10-17,53 days
17520,2011-10-17,53 days
15066,2011-10-17,53 days
16932,2011-10-17,53 days
17201,2011-10-17,53 days
14211,2011-10-17,53 days
17206,2011-10-17,53 days
17205,2011-10-17,53 days
13875,2011-10-17,53 days
13923,2011-10-17,53 days
17244,2011-10-17,53 days
16737,2011-10-17,53 days
15335,2011-10-17,53 days
13750,2011-10-17,53 days
13760,2011-10-16,54 days
13034,2011-10-16,54 days
14780,2011-10-16,54 days
13878,2011-10-16,54 days
15440,2011-10-16,54 days
12940,2011-10-16,54 days
16052,2011-10-16,54 days
16934,2011-10-16,54 days
16674,2011-10-16,54 days
16206,2011-10-16,54 days
15994,2011-10-16,54 days
15545,2011-10-16,54 days
17180,2011-10-14,56 days
13136,2011-10-14,56 days
15620,2011-10-14,56 days
15826,2011-10-14,56 days
16239,2011-10-14,56 days
13006,2011-10-14,56 days
14089,2011-10-14,56 days
16950,2011-10-14,56 days
17892,2011-10-14,56 days
16081,2011-10-14,56 days
17771,2011-10-14,56 days
17986,2011-10-14,56 days
13213,2011-10-14,56 days
16413,2011-10-14,56 days
16394,2011-10-14,56 days
18228,2011-10-14,56 days
14567,2011-10-14,56 days
14937,2011-10-14,56 days
12454,2011-10-14,56 days
12631,2011-10-13,57 days
14537,2011-10-13,57 days
17181,2011-10-13,57 days
16793,2011-10-13,57 days
17169,2011-10-13,57 days
17279,2011-10-13,57 days
12613,2011-10-13,57 days
14555,2011-10-13,57 days
12876,2011-10-13,57 days
15367,2011-10-13,57 days
13827,2011-10-13,57 days
13853,2011-10-13,57 days
12446,2011-10-13,57 days
13911,2011-10-13,57 days
13858,2011-10-13,57 days
14421,2011-10-13,57 days
18160,2011-10-13,57 days
16224,2011-10-13,57 days
16770,2011-10-13,57 days
13930,2011-10-13,57 days
17614,2011-10-13,57 days
16121,2011-10-13,57 days
14975,2011-10-13,57 days
12359,2011-10-13,57 days
16773,2011-10-13,57 days
14976,2011-10-13,57 days
14624,2011-10-13,57 days
13487,2011-10-13,57 days
17509,2011-10-13,57 days
16430,2011-10-13,57 days
15272,2011-10-13,57 days
14852,2011-10-12,58 days
17913,2011-10-12,58 days
18277,2011-10-12,58 days
17064,2011-10-12,58 days
15281,2011-10-12,58 days
17190,2011-10-12,58 days
13865,2011-10-12,58 days
18171,2011-10-12,58 days
12679,2011-10-12,58 days
14761,2011-10-12,58 days
13842,2011-10-12,58 days
12667,2011-10-12,58 days
14775,2011-10-12,58 days
12633,2011-10-12,58 days
12602,2011-10-12,58 days
17489,2011-10-12,58 days
14642,2011-10-12,58 days
15038,2011-10-12,58 days
15831,2011-10-12,58 days
13208,2011-10-12,58 days
16652,2011-10-12,58 days
16753,2011-10-12,58 days
15421,2011-10-12,58 days
15840,2011-10-12,58 days
14541,2011-10-12,58 days
13520,2011-10-12,58 days
16203,2011-10-12,58 days
13464,2011-10-12,58 days
14952,2011-10-11,59 days
17620,2011-10-11,59 days
13517,2011-10-11,59 days
16086,2011-10-11,59 days
13627,2011-10-11,59 days
13109,2011-10-11,59 days
13919,2011-10-11,59 days
16120,2011-10-11,59 days
15199,2011-10-11,59 days
13283,2011-10-11,59 days
12530,2011-10-11,59 days
16861,2011-10-11,59 days
12772,2011-10-11,59 days
14175,2011-10-11,59 days
14857,2011-10-11,59 days
12824,2011-10-11,59 days
12836,2011-10-11,59 days
13690,2011-10-11,59 days
16136,2011-10-11,59 days
17863,2011-10-11,59 days
16171,2011-10-11,59 days
18169,2011-10-10,60 days
13473,2011-10-10,60 days
16179,2011-10-10,60 days
17648,2011-10-10,60 days
17552,2011-10-10,60 days
14451,2011-10-10,60 days
17589,2011-10-10,60 days
13224,2011-10-10,60 days
13373,2011-10-10,60 days
16395,2011-10-10,60 days
15886,2011-10-10,60 days
14027,2011-10-10,60 days
15211,2011-10-10,60 days
16385,2011-10-10,60 days
17462,2011-10-10,60 days
13352,2011-10-10,60 days
17025,2011-10-10,60 days
16982,2011-10-10,60 days
13980,2011-10-10,60 days
15193,2011-10-10,60 days
18126,2011-10-10,60 days
17284,2011-10-10,60 days
16776,2011-10-10,60 days
15128,2011-10-10,60 days
14535,2011-10-10,60 days
14529,2011-10-10,60 days
14665,2011-10-10,60 days
14201,2011-10-10,60 days
15553,2011-10-10,60 days
17214,2011-10-10,60 days
13666,2011-10-10,60 days
15304,2011-10-10,60 days
12607,2011-10-10,60 days
14128,2011-10-10,60 days
16248,2011-10-09,61 days
13193,2011-10-09,61 days
15606,2011-10-09,61 days
16921,2011-10-09,61 days
13259,2011-10-09,61 days
16518,2011-10-09,61 days
16595,2011-10-09,61 days
16685,2011-10-09,61 days
18088,2011-10-09,61 days
14514,2011-10-09,61 days
14801,2011-10-09,61 days
16104,2011-10-09,61 days
16380,2011-10-09,61 days
15756,2011-10-09,61 days
13260,2011-10-09,61 days
12740,2011-10-07,63 days
13276,2011-10-07,63 days
15706,2011-10-07,63 days
14844,2011-10-07,63 days
16354,2011-10-07,63 days
12885,2011-10-07,63 days
12394,2011-10-07,63 days
12781,2011-10-07,63 days
15874,2011-10-07,63 days
17030,2011-10-07,63 days
13359,2011-10-07,63 days
13689,2011-10-07,63 days
15815,2011-10-07,63 days
13419,2011-10-07,63 days
13806,2011-10-07,63 days
18136,2011-10-07,63 days
12519,2011-10-07,63 days
14792,2011-10-07,63 days
13763,2011-10-07,63 days
12420,2011-10-07,63 days
14067,2011-10-07,63 days
13169,2011-10-07,63 days
14029,2011-10-07,63 days
12492,2011-10-07,63 days
16455,2011-10-07,63 days
13876,2011-10-07,63 days
13587,2011-10-07,63 days
16477,2011-10-07,63 days
17921,2011-10-06,64 days
16895,2011-10-06,64 days
15837,2011-10-06,64 days
16184,2011-10-06,64 days
15766,2011-10-06,64 days
16316,2011-10-06,64 days
16432,2011-10-06,64 days
15937,2011-10-06,64 days
15300,2011-10-06,64 days
12939,2011-10-06,64 days
13504,2011-10-06,64 days
14518,2011-10-06,64 days
13591,2011-10-06,64 days
15416,2011-10-06,64 days
15264,2011-10-06,64 days
14819,2011-10-06,64 days
15315,2011-10-06,64 days
14538,2011-10-06,64 days
14257,2011-10-06,64 days
15518,2011-10-06,64 days
14959,2011-10-06,64 days
13771,2011-10-06,64 days
13602,2011-10-06,64 days
13049,2011-10-06,64 days
14317,2011-10-06,64 days
13845,2011-10-06,64 days
13177,2011-10-06,64 days
13348,2011-10-06,64 days
13422,2011-10-06,64 days
12923,2011-10-06,64 days
15306,2011-10-06,64 days
13023,2011-10-06,64 days
17222,2011-10-05,65 days
14389,2011-10-05,65 days
15127,2011-10-05,65 days
15244,2011-10-05,65 days
16040,2011-10-05,65 days
14396,2011-10-05,65 days
15048,2011-10-05,65 days
15757,2011-10-05,65 days
15762,2011-10-05,65 days
16160,2011-10-05,65 days
17647,2011-10-05,65 days
18033,2011-10-05,65 days
16803,2011-10-05,65 days
16140,2011-10-05,65 days
16758,2011-10-05,65 days
13989,2011-10-05,65 days
17483,2011-10-05,65 days
16059,2011-10-05,65 days
12789,2011-10-05,65 days
13947,2011-10-05,65 days
14054,2011-10-05,65 days
12843,2011-10-05,65 days
15730,2011-10-05,65 days
17382,2011-10-05,65 days
13483,2011-10-05,65 days
16106,2011-10-05,65 days
13801,2011-10-04,66 days
17667,2011-10-04,66 days
17957,2011-10-04,66 days
15181,2011-10-04,66 days
15255,2011-10-04,66 days
16556,2011-10-04,66 days
13351,2011-10-04,66 days
13792,2011-10-04,66 days
16882,2011-10-04,66 days
16881,2011-10-04,66 days
16253,2011-10-04,66 days
15228,2011-10-04,66 days
14462,2011-10-04,66 days
12413,2011-10-04,66 days
12512,2011-10-04,66 days
15739,2011-10-04,66 days
15276,2011-10-04,66 days
15241,2011-10-04,66 days
13317,2011-10-04,66 days
12457,2011-10-04,66 days
15339,2011-10-04,66 days
14184,2011-10-04,66 days
16374,2011-10-04,66 days
13552,2011-10-04,66 days
14333,2011-10-03,67 days
16441,2011-10-03,67 days
15091,2011-10-03,67 days
15299,2011-10-03,67 days
13635,2011-10-03,67 days
13344,2011-10-03,67 days
18116,2011-10-03,67 days
13431,2011-10-03,67 days
15930,2011-10-03,67 days
16774,2011-10-03,67 days
12886,2011-10-03,67 days
14644,2011-10-03,67 days
14651,2011-10-03,67 days
12637,2011-10-03,67 days
14488,2011-10-03,67 days
14193,2011-10-03,67 days
16183,2011-10-03,67 days
16875,2011-10-03,67 days
15774,2011-10-02,68 days
16591,2011-10-02,68 days
16693,2011-10-02,68 days
16667,2011-10-02,68 days
14970,2011-10-02,68 days
15164,2011-10-02,68 days
15579,2011-10-02,68 days
12842,2011-09-30,70 days
18053,2011-09-30,70 days
18008,2011-09-30,70 days
13347,2011-09-30,70 days
14164,2011-09-30,70 days
16404,2011-09-30,70 days
13972,2011-09-30,70 days
17376,2011-09-30,70 days
12822,2011-09-30,70 days
15185,2011-09-30,70 days
13764,2011-09-30,70 days
12694,2011-09-30,70 days
15593,2011-09-30,70 days
16613,2011-09-30,70 days
13095,2011-09-30,70 days
16101,2011-09-30,70 days
13092,2011-09-30,70 days
15321,2011-09-30,70 days
15834,2011-09-30,70 days
14916,2011-09-30,70 days
13741,2011-09-29,71 days
17819,2011-09-29,71 days
12718,2011-09-29,71 days
16650,2011-09-29,71 days
13364,2011-09-29,71 days
15175,2011-09-29,71 days
18192,2011-09-29,71 days
14475,2011-09-29,71 days
14409,2011-09-29,71 days
17894,2011-09-29,71 days
15062,2011-09-29,71 days
14305,2011-09-29,71 days
17905,2011-09-29,71 days
16268,2011-09-29,71 days
16574,2011-09-29,71 days
14681,2011-09-29,71 days
12458,2011-09-29,71 days
12703,2011-09-29,71 days
18204,2011-09-29,71 days
13503,2011-09-29,71 days
12728,2011-09-29,71 days
17572,2011-09-29,71 days
13886,2011-09-29,71 days
16233,2011-09-29,71 days
17427,2011-09-29,71 days
16589,2011-09-29,71 days
12372,2011-09-29,71 days
17724,2011-09-29,71 days
15030,2011-09-29,71 days
18235,2011-09-29,71 days
13354,2011-09-29,71 days
15348,2011-09-28,72 days
17513,2011-09-28,72 days
13321,2011-09-28,72 days
14947,2011-09-28,72 days
16321,2011-09-28,72 days
13397,2011-09-28,72 days
14978,2011-09-28,72 days
13901,2011-09-28,72 days
16909,2011-09-28,72 days
14609,2011-09-28,72 days
15036,2011-09-28,72 days
17783,2011-09-28,72 days
13515,2011-09-28,72 days
16690,2011-09-28,72 days
16681,2011-09-28,72 days
13505,2011-09-28,72 days
18265,2011-09-28,72 days
13061,2011-09-28,72 days
17370,2011-09-28,72 days
15841,2011-09-28,72 days
14109,2011-09-28,72 days
16182,2011-09-28,72 days
18242,2011-09-28,72 days
17950,2011-09-28,72 days
12393,2011-09-28,72 days
16281,2011-09-28,72 days
16462,2011-09-27,73 days
13016,2011-09-27,73 days
17061,2011-09-27,73 days
14818,2011-09-27,73 days
13035,2011-09-27,73 days
12455,2011-09-27,73 days
13555,2011-09-27,73 days
17805,2011-09-27,73 days
12987,2011-09-27,73 days
13514,2011-09-27,73 days
18278,2011-09-27,73 days
16629,2011-09-27,73 days
17591,2011-09-27,73 days
17656,2011-09-27,73 days
15674,2011-09-27,73 days
16181,2011-09-27,73 days
13979,2011-09-27,73 days
15827,2011-09-27,73 days
14272,2011-09-27,73 days
16122,2011-09-27,73 days
17788,2011-09-27,73 days
14101,2011-09-27,73 days
16266,2011-09-27,73 days
16778,2011-09-26,74 days
15626,2011-09-26,74 days
15243,2011-09-26,74 days
13639,2011-09-26,74 days
13866,2011-09-26,74 days
14908,2011-09-26,74 days
16468,2011-09-26,74 days
16383,2011-09-26,74 days
15958,2011-09-26,74 days
12612,2011-09-26,74 days
16603,2011-09-26,74 days
17997,2011-09-26,74 days
13405,2011-09-26,74 days
14473,2011-09-26,74 days
13927,2011-09-26,74 days
17674,2011-09-26,74 days
12412,2011-09-26,74 days
13390,2011-09-26,74 days
13434,2011-09-26,74 days
13233,2011-09-26,74 days
12823,2011-09-26,74 days
14806,2011-09-25,75 days
17498,2011-09-25,75 days
17506,2011-09-25,75 days
13787,2011-09-25,75 days
12545,2011-09-25,75 days
16480,2011-09-25,75 days
14757,2011-09-25,75 days
14235,2011-09-25,75 days
15312,2011-09-25,75 days
16594,2011-09-25,75 days
17154,2011-09-25,75 days
18066,2011-09-25,75 days
15154,2011-09-25,75 days
16689,2011-09-25,75 days
14561,2011-09-25,75 days
14152,2011-09-25,75 days
15799,2011-09-25,75 days
13670,2011-09-25,75 days
16198,2011-09-25,75 days
15366,2011-09-25,75 days
16342,2011-09-25,75 days
18155,2011-09-25,75 days
12348,2011-09-25,75 days
15744,2011-09-23,77 days
18189,2011-09-23,77 days
16872,2011-09-23,77 days
15075,2011-09-23,77 days
13336,2011-09-23,77 days
15475,2011-09-23,77 days
15549,2011-09-23,77 days
16978,2011-09-23,77 days
14880,2011-09-23,77 days
15978,2011-09-23,77 days
16485,2011-09-23,77 days
14014,2011-09-23,77 days
14652,2011-09-23,77 days
12516,2011-09-23,77 days
17388,2011-09-23,77 days
13127,2011-09-23,77 days
17480,2011-09-23,77 days
17311,2011-09-22,78 days
15067,2011-09-22,78 days
16236,2011-09-22,78 days
13529,2011-09-22,78 days
17172,2011-09-22,78 days
13486,2011-09-22,78 days
16213,2011-09-22,78 days
13519,2011-09-22,78 days
14038,2011-09-22,78 days
13055,2011-09-22,78 days
12425,2011-09-22,78 days
17027,2011-09-22,78 days
13220,2011-09-22,78 days
17603,2011-09-22,78 days
13279,2011-09-22,78 days
12409,2011-09-22,78 days
12854,2011-09-22,78 days
12609,2011-09-22,78 days
15810,2011-09-22,78 days
17079,2011-09-22,78 days
14147,2011-09-22,78 days
13320,2011-09-22,78 days
16715,2011-09-22,78 days
12930,2011-09-22,78 days
14854,2011-09-22,78 days
12739,2011-09-22,78 days
16735,2011-09-22,78 days
12579,2011-09-22,78 days
15603,2011-09-22,78 days
12604,2011-09-21,79 days
17731,2011-09-21,79 days
12520,2011-09-21,79 days
12701,2011-09-21,79 days
17415,2011-09-21,79 days
12390,2011-09-21,79 days
13959,2011-09-21,79 days
13946,2011-09-21,79 days
16493,2011-09-21,79 days
14951,2011-09-21,79 days
16627,2011-09-21,79 days
14356,2011-09-21,79 days
17475,2011-09-21,79 days
12435,2011-09-21,79 days
14887,2011-09-21,79 days
13908,2011-09-21,79 days
12550,2011-09-21,79 days
15341,2011-09-20,80 days
13356,2011-09-20,80 days
16624,2011-09-20,80 days
16928,2011-09-20,80 days
14236,2011-09-20,80 days
16584,2011-09-20,80 days
15026,2011-09-20,80 days
15888,2011-09-20,80 days
17873,2011-09-20,80 days
13038,2011-09-20,80 days
16777,2011-09-20,80 days
16215,2011-09-20,80 days
18017,2011-09-19,81 days
14934,2011-09-19,81 days
15675,2011-09-19,81 days
15504,2011-09-19,81 days
16906,2011-09-19,81 days
13774,2011-09-19,81 days
12752,2011-09-19,81 days
12527,2011-09-19,81 days
16080,2011-09-19,81 days
18232,2011-09-19,81 days
13562,2011-09-19,81 days
13325,2011-09-19,81 days
12379,2011-09-19,81 days
13228,2011-09-19,81 days
17058,2011-09-19,81 days
18094,2011-09-19,81 days
17848,2011-09-19,81 days
16527,2011-09-19,81 days
12497,2011-09-19,81 days
17628,2011-09-19,81 days
17802,2011-09-18,82 days
13334,2011-09-18,82 days
18194,2011-09-18,82 days
15947,2011-09-18,82 days
16370,2011-09-18,82 days
13067,2011-09-18,82 days
15099,2011-09-16,84 days
15523,2011-09-16,84 days
16709,2011-09-16,84 days
12871,2011-09-16,84 days
16878,2011-09-16,84 days
16108,2011-09-16,84 days
15410,2011-09-16,84 days
13563,2011-09-16,84 days
14124,2011-09-16,84 days
16573,2011-09-16,84 days
12434,2011-09-16,84 days
13141,2011-09-16,84 days
15975,2011-09-16,84 days
17786,2011-09-15,85 days
12995,2011-09-15,85 days
17333,2011-09-15,85 days
17898,2011-09-15,85 days
13518,2011-09-15,85 days
15205,2011-09-15,85 days
14557,2011-09-15,85 days
13134,2011-09-15,85 days
17002,2011-09-15,85 days
17047,2011-09-15,85 days
17594,2011-09-15,85 days
13662,2011-09-15,85 days
12722,2011-09-15,85 days
17846,2011-09-15,85 days
13539,2011-09-15,85 days
15417,2011-09-15,85 days
15322,2011-09-15,85 days
14894,2011-09-15,85 days
15466,2011-09-15,85 days
12566,2011-09-14,86 days
14660,2011-09-14,86 days
13877,2011-09-14,86 days
17033,2011-09-14,86 days
12756,2011-09-14,86 days
14177,2011-09-14,86 days
16745,2011-09-14,86 days
18173,2011-09-14,86 days
17347,2011-09-14,86 days
17640,2011-09-14,86 days
17037,2011-09-13,87 days
16451,2011-09-13,87 days
15343,2011-09-13,87 days
14753,2011-09-13,87 days
16036,2011-09-13,87 days
16959,2011-09-13,87 days
16229,2011-09-13,87 days
16098,2011-09-13,87 days
18251,2011-09-13,87 days
14163,2011-09-13,87 days
15216,2011-09-13,87 days
15201,2011-09-13,87 days
13375,2011-09-12,88 days
17433,2011-09-12,88 days
15996,2011-09-12,88 days
16211,2011-09-12,88 days
15980,2011-09-12,88 days
16475,2011-09-12,88 days
16141,2011-09-12,88 days
16984,2011-09-12,88 days
14500,2011-09-12,88 days
15764,2011-09-12,88 days
12884,2011-09-12,88 days
12924,2011-09-12,88 days
15673,2011-09-12,88 days
17919,2011-09-12,88 days
14307,2011-09-12,88 days
16209,2011-09-12,88 days
12965,2011-09-11,89 days
13372,2011-09-11,89 days
13124,2011-09-11,89 days
16384,2011-09-11,89 days
15636,2011-09-11,89 days
14212,2011-09-11,89 days
14837,2011-09-11,89 days
18255,2011-09-11,89 days
15035,2011-09-11,89 days
15939,2011-09-11,89 days
16796,2011-09-11,89 days
12635,2011-09-11,89 days
18215,2011-09-11,89 days
13611,2011-09-11,89 days
14628,2011-09-09,91 days
14915,2011-09-09,91 days
14414,2011-09-09,91 days
15652,2011-09-09,91 days
13441,2011-09-09,91 days
16723,2011-09-09,91 days
12535,2011-09-09,91 days
16027,2011-09-09,91 days
15198,2011-09-08,92 days
15488,2011-09-08,92 days
15885,2011-09-08,92 days
14410,2011-09-08,92 days
12592,2011-09-08,92 days
13889,2011-09-08,92 days
13330,2011-09-08,92 days
13848,2011-09-08,92 days
16031,2011-09-08,92 days
13925,2011-09-08,92 days
14223,2011-09-08,92 days
13244,2011-09-08,92 days
15400,2011-09-08,92 days
13249,2011-09-08,92 days
15653,2011-09-08,92 days
18222,2011-09-08,92 days
13814,2011-09-08,92 days
15071,2011-09-07,93 days
18093,2011-09-07,93 days
13210,2011-09-07,93 days
16828,2011-09-07,93 days
16400,2011-09-06,94 days
16175,2011-09-06,94 days
13158,2011-09-06,94 days
17560,2011-09-06,94 days
13122,2011-09-06,94 days
17460,2011-09-06,94 days
13130,2011-09-06,94 days
15462,2011-09-06,94 days
14208,2011-09-06,94 days
12461,2011-09-06,94 days
17339,2011-09-06,94 days
13744,2011-09-05,95 days
12422,2011-09-05,95 days
13931,2011-09-05,95 days
15364,2011-09-05,95 days
18196,2011-09-05,95 days
16820,2011-09-05,95 days
13192,2011-09-05,95 days
15307,2011-09-05,95 days
16551,2011-09-05,95 days
14565,2011-09-05,95 days
12502,2011-09-05,95 days
13748,2011-09-05,95 days
17309,2011-09-05,95 days
15491,2011-09-05,95 days
16172,2011-09-05,95 days
12616,2011-09-05,95 days
13851,2011-09-05,95 days
12816,2011-09-05,95 days
13240,2011-09-04,96 days
17050,2011-09-04,96 days
17722,2011-09-04,96 days
16761,2011-09-04,96 days
13548,2011-09-04,96 days
17229,2011-09-04,96 days
12851,2011-09-04,96 days
12710,2011-09-04,96 days
14965,2011-09-04,96 days
17774,2011-09-04,96 days
18027,2011-09-02,98 days
14171,2011-09-02,98 days
14463,2011-09-02,98 days
18087,2011-09-02,98 days
14436,2011-09-02,98 days
14276,2011-09-02,98 days
16456,2011-09-01,99 days
13045,2011-09-01,99 days
12436,2011-09-01,99 days
13631,2011-09-01,99 days
16808,2011-09-01,99 days
15829,2011-09-01,99 days
13376,2011-09-01,99 days
13099,2011-09-01,99 days
13470,2011-09-01,99 days
14420,2011-09-01,99 days
16278,2011-08-31,100 days
16780,2011-08-31,100 days
14513,2011-08-31,100 days
15596,2011-08-31,100 days
15260,2011-08-31,100 days
16180,2011-08-31,100 days
17320,2011-08-31,100 days
16083,2011-08-31,100 days
16842,2011-08-31,100 days
17588,2011-08-31,100 days
12814,2011-08-30,101 days
15866,2011-08-30,101 days
17298,2011-08-30,101 days
14078,2011-08-30,101 days
15325,2011-08-28,103 days
15569,2011-08-28,103 days
16806,2011-08-28,103 days
16816,2011-08-28,103 days
13778,2011-08-28,103 days
15625,2011-08-28,103 days
